Registration_Number,Registration_Date,Registration_Year,State,RTO_Office,Vehicle_Category,Vehicle_Sub_Type,Manufacturer_Brand,Fuel_Type,Emission_Norm,Engine_CC,Seating_Capacity,Vehicle_Age_Years,RegCheck,RegDate,CleanedRegDate
REG103143,13-01-2024,2024,Uttar Pradesh,Allahabad (UP-70),2W,Moped,Yamaha,Petrol,BS6,150,2,0,REG19,13/01/2024,1/13/2024
REG103144,1/8/2024,2024,Punjab,Chandigarh (CH-01),4W,SUV,Honda,Diesel,BS6,800,8,0,REG19,1/8/2024,1/8/2024
REG103145,28-07-2020,2020,Uttar Pradesh,Allahabad (UP-70),4W,Sedan,Honda,Petrol,BS6,0,8,4,REG19,28/07/2020,7/28/2020
REG103146,28-08-2022,2022,Maharashtra,Aurangabad (MH-20),4W,MUV,MG,Diesel,BS6,800,6,2,REG19,28/08/2022,8/28/2022
REG103147,28-10-2020,2020,Punjab,Patiala (PB-11),LCV,Pickup Van,Mahindra,Diesel,BS6,2956,15,4,REG19,28/10/2020,10/28/2020
REG103148,5/3/2023,2023,West Bengal,Kolkata (WB-01),4W,Hatchback,Maruti Suzuki,Diesel,BS6,1197,8,1,REG19,5/3/2023,5/3/2023
REG103149,26-03-2024,2024,Tamil Nadu,Coimbatore (TN-37),4W,Hatchback,Honda,Diesel,BS6,1498,6,0,REG19,26/03/2024,3/26/2024
REG103150,27-04-2020,2020,Tamil Nadu,Coimbatore (TN-37),2W,Motorcycle,Hero,Petrol,BS6,160,2,4,REG19,27/04/2020,4/27/2020
REG103151,29-12-2022,2022,Gujarat,Rajkot (GJ-03),2W,Scooter,Hero,Petrol,BS6,150,2,2,REG19,29/12/2022,12/29/2022
REG103152,20-07-2021,2021,Madhya Pradesh,Bhopal (MP-04),2W,Scooter,TVS,Petrol,BS6,200,2,3,REG19,20/07/2021,7/20/2021
REG103153,25-01-2020,2020,Tamil Nadu,Trichy (TN-45),2W,Motorcycle,Ather,Petrol,BS4,100,2,4,REG19,25/01/2020,1/25/2020
REG103154,24-06-2022,2022,Uttar Pradesh,Agra (UP-80),2W,Moped,Yamaha,Petrol,BS4,150,2,2,REG19,24/06/2022,6/24/2022
REG103155,15-03-2021,2021,Karnataka,Bangalore Central (KA-01),HCV,Truck,Volvo,Diesel,BS6,0,1,3,REG19,15/03/2021,3/15/2021
REG103156,3/9/2021,2021,Rajasthan,Jodhpur (RJ-19),OTH,Crane,John Deere,Diesel,BS6,0,45,3,REG19,3/9/2021,3/9/2021
REG103157,22-01-2018,2018,Telangana,Khammam (TS-07),4W,MUV,Renault,Diesel,BS4,1462,6,6,REG19,22/01/2018,1/22/2018
REG103158,14-11-2024,2024,Tamil Nadu,Chennai Central (TN-01),2W,Motorcycle,KTM,Petrol,BS6,200,2,0,REG19,14/11/2024,11/14/2024
REG103159,4/10/2022,2022,Telangana,Karimnagar (TS-01),HCV,Bus,Eicher,EV,BS6,0,52,2,REG19,4/10/2022,4/10/2022
REG103160,9/2/2023,2023,Telangana,Karimnagar (TS-01),2W,Moped,KTM,Petrol,BS6,160,2,1,REG19,9/2/2023,9/2/2023
REG103161,8/12/2023,2023,Tamil Nadu,Madurai (TN-58),4W,MUV,Tata Motors,CNG,BS6,1968,7,1,REG19,8/12/2023,8/12/2023
REG103162,16-09-2020,2020,Gujarat,Ahmedabad (GJ-01),2W,Motorcycle,Bajaj,Hybrid,BS6,100,2,4,REG19,16/09/2020,9/16/2020
REG103163,23-06-2022,2022,West Bengal,Kolkata (WB-01),2W,Motorcycle,Hero,Petrol,BS6,110,2,2,REG19,23/06/2022,6/23/2022
REG103164,4/7/2023,2023,Tamil Nadu,Chennai Central (TN-01),2W,Motorcycle,Hero,Petrol,BS6,160,2,1,REG19,4/7/2023,4/7/2023
REG103165,23-12-2022,2022,Rajasthan,Kota (RJ-20),2W,Scooter,Ather,EV,BS6,0,2,2,REG19,23/12/2022,12/23/2022
REG103166,20-02-2023,2023,Maharashtra,Nagpur (MH-31),2W,Motorcycle,KTM,Petrol,BS6,200,2,1,REG19,20/02/2023,2/20/2023
REG103167,27-04-2020,2020,Tamil Nadu,Salem (TN-30),4W,MUV,Kia,Petrol,BS6,1968,5,4,REG19,27/04/2020,4/27/2020
REG103168,14-04-2022,2022,West Bengal,Asansol (WB-39),LCV,Pickup Van,Ashok Leyland,EV,BS6,0,15,2,REG19,14/04/2022,4/14/2022
REG103169,1/10/2022,2022,Rajasthan,Ajmer (RJ-01),HCV,Bus,Ashok Leyland,CNG,BS6,3760,45,2,REG19,1/10/2022,1/10/2022
REG103170,24-07-2020,2020,Maharashtra,Mumbai Central (MH-01),LCV,Pickup Van,Force Motors,CNG,BS6,0,9,4,REG19,24/07/2020,7/24/2020
REG103171,18-02-2023,2023,Gujarat,Gandhinagar (GJ-18),2W,Moped,Honda,EV,BS6,0,2,1,REG19,18/02/2023,2/18/2023
REG103172,13-11-2023,2023,Maharashtra,Mumbai Central (MH-01),4W,MUV,Skoda,Diesel,BS6,1197,7,1,REG19,13/11/2023,11/13/2023
REG103173,30-06-2022,2022,Karnataka,Belgaum (KA-22),2W,Motorcycle,Ather,Petrol,BS6,125,2,2,REG19,30/06/2022,6/30/2022
REG103174,2/9/2022,2022,Delhi,Delhi East (DL-02),4W,MUV,Maruti Suzuki,Petrol,BS6,1598,6,2,REG19,2/9/2022,2/9/2022
REG103175,8/8/2023,2023,Punjab,Chandigarh (CH-01),2W,Moped,Yamaha,Petrol,BS6,150,2,1,REG19,8/8/2023,8/8/2023
REG103176,20-06-2024,2024,Punjab,Jalandhar (PB-08),2W,Moped,TVS,Petrol,BS6,350,2,0,REG19,20/06/2024,6/20/2024
REG103177,2/5/2022,2022,Gujarat,Ahmedabad (GJ-01),OTH,Crane,TAFE,Diesel,BS6,0,45,2,REG19,2/5/2022,2/5/2022
REG103178,20-12-2024,2024,Tamil Nadu,Salem (TN-30),2W,Moped,Honda,EV,BS6,0,2,0,REG19,20/12/2024,12/20/2024
REG103179,11/8/2023,2023,Tamil Nadu,Madurai (TN-58),4W,MUV,MG,Petrol,BS6,2179,8,1,REG19,11/8/2023,11/8/2023
REG103180,5/6/2023,2023,Tamil Nadu,Madurai (TN-58),2W,Moped,Royal Enfield,Petrol,BS6,0,2,1,REG19,5/6/2023,5/6/2023
REG103181,27-07-2022,2022,West Bengal,Asansol (WB-39),3W,Tempo,Mahindra,Diesel,BS6,250,3,2,REG19,27/07/2022,7/27/2022
REG103182,19-05-2023,2023,Telangana,Hyderabad (TS-09),LCV,Light Bus,Eicher,Diesel,BS6,2523,15,1,REG19,19/05/2023,5/19/2023
REG103183,26-01-2023,2023,Gujarat,Surat (GJ-05),2W,Moped,Suzuki,Petrol,BS6,0,2,1,REG19,26/01/2023,1/26/2023
REG103184,6/3/2020,2020,Gujarat,Ahmedabad (GJ-01),4W,MUV,Toyota,Diesel,BS6,1498,6,4,REG19,6/3/2020,6/3/2020
REG103185,17-01-2021,2021,Uttar Pradesh,Varanasi (UP-65),4W,Sedan,Tata Motors,Diesel,BS6,1462,8,3,REG19,17/01/2021,1/17/2021
REG103186,13-12-2024,2024,Punjab,Ludhiana (PB-10),2W,Motorcycle,Royal Enfield,EV,BS6,0,2,0,REG19,13/12/2024,12/13/2024
REG103187,22-07-2022,2022,Tamil Nadu,Salem (TN-30),2W,Moped,Honda,Hybrid,BS6,160,2,2,REG19,22/07/2022,7/22/2022
REG103188,6/1/2024,2024,Karnataka,Hubli (KA-25),3W,E-Rickshaw,Mahindra,EV,BS6,0,7,0,REG19,6/1/2024,6/1/2024
REG103189,20-05-2022,2022,Gujarat,Surat (GJ-05),HCV,Bus,Ashok Leyland,Diesel,BS6,6700,32,2,REG19,20/05/2022,5/20/2022
REG103190,22-12-2021,2021,Tamil Nadu,Coimbatore (TN-37),4W,Sedan,Toyota,CNG,BS6,2179,8,3,REG19,22/12/2021,12/22/2021
REG103191,24-03-2020,2020,Karnataka,Hubli (KA-25),2W,Moped,Hero,Petrol,BS4,160,2,4,REG19,24/03/2020,3/24/2020
REG103192,15-10-2020,2020,West Bengal,Howrah (WB-13),2W,Motorcycle,Hero,CNG,BS6,100,2,4,REG19,15/10/2020,10/15/2020
REG103193,4/2/2024,2024,Punjab,Chandigarh (CH-01),4W,Hatchback,Honda,Petrol,BS6,1498,7,0,REG19,4/2/2024,4/2/2024
REG103194,4/12/2021,2021,Tamil Nadu,Salem (TN-30),3W,Auto Rickshaw,Kinetic Green,Petrol,BS6,200,7,3,REG19,4/12/2021,4/12/2021
REG103195,28-12-2022,2022,Gujarat,Surat (GJ-05),4W,Hatchback,Honda,CNG,BS6,800,8,2,REG19,28/12/2022,12/28/2022
REG103196,29-04-2023,2023,West Bengal,Durgapur (WB-40),4W,SUV,Skoda,Petrol,BS6,1968,5,1,REG19,29/04/2023,4/29/2023
REG103197,27-06-2023,2023,Gujarat,Vadodara (GJ-06),LCV,Light Bus,Eicher,Diesel,BS6,2956,15,1,REG19,27/06/2023,6/27/2023
REG103198,20-02-2020,2020,West Bengal,Asansol (WB-39),4W,SUV,MG,Petrol,BS6,1462,6,4,REG19,20/02/2020,2/20/2020
REG103199,16-04-2024,2024,Maharashtra,Nashik (MH-15),2W,Scooter,Bajaj,EV,BS6,0,2,0,REG19,16/04/2024,4/16/2024
REG103200,10/5/2021,2021,Tamil Nadu,Coimbatore (TN-37),2W,Motorcycle,TVS,Petrol,BS6,100,2,3,REG19,10/5/2021,10/5/2021
REG103201,27-06-2018,2018,Madhya Pradesh,Ujjain (MP-13),4W,Sedan,MG,Petrol,BS4,800,7,6,REG19,27/06/2018,6/27/2018
REG103202,7/9/2019,2019,Karnataka,Mangalore (KA-19),2W,Motorcycle,TVS,Petrol,BS4,110,2,5,REG19,7/9/2019,7/9/2019
REG103203,20-11-2024,2024,Rajasthan,Kota (RJ-20),2W,Scooter,Hero,EV,BS6,0,2,0,REG19,20/11/2024,11/20/2024
REG103204,10/2/2021,2021,Gujarat,Surat (GJ-05),2W,Moped,Royal Enfield,Petrol,BS6,0,2,3,REG19,10/2/2021,10/2/2021
REG103205,19-01-2021,2021,Punjab,Ludhiana (PB-10),2W,Scooter,Honda,Petrol,BS6,350,2,3,REG19,19/01/2021,1/19/2021
REG103206,25-04-2021,2021,Telangana,Hyderabad (TS-09),4W,Sedan,Toyota,Petrol,BS4,1498,7,3,REG19,25/04/2021,4/25/2021
REG103207,10/6/2023,2023,Karnataka,Belgaum (KA-22),4W,MUV,Hyundai,Diesel,BS6,1598,8,1,REG19,10/6/2023,10/6/2023
REG103208,23-05-2023,2023,Karnataka,Mangalore (KA-19),2W,Motorcycle,TVS,EV,BS6,0,2,1,REG19,23/05/2023,5/23/2023
REG103209,10/12/2021,2021,Delhi,Delhi Central (DL-01),LCV,Pickup Van,Tata Motors,EV,BS6,0,15,3,REG19,10/12/2021,10/12/2021
REG103210,10/6/2022,2022,Uttar Pradesh,Kanpur (UP-78),2W,Motorcycle,Hero,EV,BS6,0,2,2,REG19,10/6/2022,10/6/2022
REG103211,8/12/2021,2021,Gujarat,Surat (GJ-05),2W,Moped,Ather,EV,BS6,0,2,3,REG19,8/12/2021,8/12/2021
REG103212,5/8/2023,2023,Punjab,Jalandhar (PB-08),3W,Auto Rickshaw,TVS,CNG,BS6,200,7,1,REG19,5/8/2023,5/8/2023
REG103213,19-02-2023,2023,Maharashtra,Aurangabad (MH-20),2W,Motorcycle,Honda,Petrol,BS6,100,2,1,REG19,19/02/2023,2/19/2023
REG103214,3/10/2022,2022,Kerala,Kochi (KL-07),4W,MUV,Renault,Diesel,BS6,1462,5,2,REG19,3/10/2022,3/10/2022
REG103215,18-09-2022,2022,Gujarat,Rajkot (GJ-03),4W,MUV,Mahindra,CNG,BS6,2179,7,2,REG19,18/09/2022,9/18/2022
REG103216,18-11-2018,2018,Karnataka,Belgaum (KA-22),4W,SUV,Honda,CNG,BS4,800,8,6,REG19,18/11/2018,11/18/2018
REG103217,7/1/2020,2020,Rajasthan,Udaipur (RJ-27),4W,Sedan,Honda,Diesel,BS6,2179,6,4,REG19,7/1/2020,7/1/2020
REG103218,18-08-2023,2023,Kerala,Thrissur (KL-08),2W,Motorcycle,Ather,Petrol,BS6,125,2,1,REG19,18/08/2023,8/18/2023
REG103219,25-04-2018,2018,Madhya Pradesh,Indore (MP-09),3W,E-Rickshaw,Mahindra,CNG,BS4,200,7,6,REG19,25/04/2018,4/25/2018
REG103220,19-10-2022,2022,Delhi,Delhi Central (DL-01),4W,MUV,Renault,Hybrid,BS6,1598,5,2,REG19,19/10/2022,10/19/2022
REG103221,10/2/2020,2020,Madhya Pradesh,Gwalior (MP-07),2W,Scooter,Ola Electric,EV,BS6,0,2,4,REG19,10/2/2020,10/2/2020
REG103222,2/8/2022,2022,Uttar Pradesh,Varanasi (UP-65),2W,Motorcycle,Suzuki,Petrol,BS6,350,2,2,REG19,2/8/2022,2/8/2022
REG103223,1/7/2019,2019,Rajasthan,Jaipur (RJ-14),LCV,Pickup Van,Force Motors,Diesel,BS4,0,9,5,REG19,1/7/2019,1/7/2019
REG103224,15-02-2020,2020,Rajasthan,Ajmer (RJ-01),4W,MUV,Mahindra,Petrol,BS4,0,5,4,REG19,15/02/2020,2/15/2020
REG103225,28-09-2018,2018,Madhya Pradesh,Jabalpur (MP-20),2W,Motorcycle,Hero,CNG,BS4,200,2,6,REG19,28/09/2018,9/28/2018
REG103226,4/9/2022,2022,Uttar Pradesh,Agra (UP-80),4W,Sedan,Mahindra,Hybrid,BS6,1462,5,2,REG19,4/9/2022,4/9/2022
REG103227,1/8/2019,2019,Madhya Pradesh,Indore (MP-09),2W,Scooter,Ather,EV,BS4,0,2,5,REG19,1/8/2019,1/8/2019
REG103228,30-01-2020,2020,Rajasthan,Kota (RJ-20),4W,Sedan,Maruti Suzuki,Petrol,BS4,1197,7,4,REG19,30/01/2020,1/30/2020
REG103229,17-09-2021,2021,Gujarat,Vadodara (GJ-06),2W,Moped,Hero,Petrol,BS6,100,2,3,REG19,17/09/2021,9/17/2021
REG103230,2/5/2021,2021,Madhya Pradesh,Ujjain (MP-13),4W,Sedan,Skoda,Diesel,BS6,0,8,3,REG19,2/5/2021,2/5/2021
REG103231,24-05-2020,2020,Tamil Nadu,Madurai (TN-58),2W,Scooter,Bajaj,Petrol,BS4,150,2,4,REG19,24/05/2020,5/24/2020
REG103232,25-04-2022,2022,Telangana,Warangal (TS-03),4W,Hatchback,Maruti Suzuki,Petrol,BS6,1598,6,2,REG19,25/04/2022,4/25/2022
REG103233,23-05-2023,2023,Punjab,Amritsar (PB-02),4W,Sedan,Maruti Suzuki,Diesel,BS6,1000,8,1,REG19,23/05/2023,5/23/2023
REG103234,20-03-2021,2021,Punjab,Patiala (PB-11),HCV,Tanker,Volvo,Diesel,BS6,0,52,3,REG19,20/03/2021,3/20/2021
REG103235,20-03-2020,2020,West Bengal,Howrah (WB-13),2W,Moped,Ola Electric,Petrol,BS6,350,2,4,REG19,20/03/2020,3/20/2020
REG103236,27-05-2018,2018,Rajasthan,Udaipur (RJ-27),2W,Motorcycle,TVS,Petrol,BS4,100,2,6,REG19,27/05/2018,5/27/2018
REG103237,8/7/2021,2021,Rajasthan,Udaipur (RJ-27),4W,MUV,Hyundai,Petrol,BS6,0,5,3,REG19,8/7/2021,8/7/2021
REG103238,26-07-2021,2021,Gujarat,Ahmedabad (GJ-01),HCV,Bus,Eicher,Diesel,BS6,6700,1,3,REG19,26/07/2021,7/26/2021
REG103239,11/10/2019,2019,Kerala,Kollam (KL-02),4W,Sedan,Mahindra,CNG,BS4,1498,7,5,REG19,11/10/2019,11/10/2019
REG103240,13-03-2021,2021,West Bengal,Asansol (WB-39),2W,Moped,Suzuki,Petrol,BS6,350,2,3,REG19,13/03/2021,3/13/2021
REG103241,16-03-2021,2021,Uttar Pradesh,Allahabad (UP-70),2W,Moped,Royal Enfield,Petrol,BS6,125,2,3,REG19,16/03/2021,3/16/2021
REG103242,5/5/2020,2020,Gujarat,Gandhinagar (GJ-18),2W,Moped,Ather,Petrol,BS6,350,2,4,REG19,5/5/2020,5/5/2020
REG103243,29-09-2024,2024,Delhi,Delhi North (DL-04),2W,Scooter,Hero,Petrol,BS6,100,2,0,REG19,29/09/2024,9/29/2024
REG103244,5/11/2024,2024,Kerala,Kochi (KL-07),2W,Scooter,Ola Electric,Petrol,BS6,150,2,0,REG19,5/11/2024,5/11/2024
REG103245,14-09-2021,2021,Madhya Pradesh,Ujjain (MP-13),2W,Scooter,Honda,Petrol,BS6,0,2,3,REG19,14/09/2021,9/14/2021
REG103246,3/12/2023,2023,Kerala,Thiruvananthapuram (KL-01),LCV,Light Bus,Eicher,Diesel,BS6,2956,12,1,REG19,3/12/2023,3/12/2023
REG103247,23-04-2019,2019,Kerala,Thrissur (KL-08),2W,Moped,Bajaj,Petrol,BS4,160,2,5,REG19,23/04/2019,4/23/2019
REG103248,21-11-2019,2019,Karnataka,Hubli (KA-25),2W,Motorcycle,Ather,Petrol,BS4,110,2,5,REG19,21/11/2019,11/21/2019
REG103249,11/6/2023,2023,Gujarat,Ahmedabad (GJ-01),HCV,Trailer,Tata Motors,CNG,BS6,3760,45,1,REG19,11/6/2023,11/6/2023
REG103250,21-10-2021,2021,Punjab,Chandigarh (CH-01),2W,Scooter,Hero,EV,BS6,0,2,3,REG19,21/10/2021,10/21/2021
REG103251,5/2/2022,2022,Maharashtra,Nashik (MH-15),3W,E-Rickshaw,Kinetic Green,Diesel,BS6,200,3,2,REG19,5/2/2022,5/2/2022
REG103252,20-03-2021,2021,Karnataka,Hubli (KA-25),4W,SUV,Honda,Petrol,BS6,2179,7,3,REG19,20/03/2021,3/20/2021
REG103253,20-04-2021,2021,Madhya Pradesh,Jabalpur (MP-20),4W,Hatchback,MG,Hybrid,BS6,2179,7,3,REG19,20/04/2021,4/20/2021
REG103254,7/11/2024,2024,Gujarat,Gandhinagar (GJ-18),4W,MUV,Maruti Suzuki,CNG,BS6,1000,6,0,REG19,7/11/2024,7/11/2024
REG103255,9/1/2019,2019,Uttar Pradesh,Allahabad (UP-70),2W,Motorcycle,Suzuki,Petrol,BS4,150,2,5,REG19,9/1/2019,9/1/2019
REG103256,26-11-2024,2024,Tamil Nadu,Salem (TN-30),4W,MUV,Toyota,Petrol,BS6,0,5,0,REG19,26/11/2024,11/26/2024
REG103257,11/2/2023,2023,Rajasthan,Udaipur (RJ-27),HCV,Tanker,Ashok Leyland,Diesel,BS6,3760,52,1,REG19,11/2/2023,11/2/2023
REG103258,21-07-2020,2020,Punjab,Jalandhar (PB-08),4W,SUV,Honda,Petrol,BS6,800,8,4,REG19,21/07/2020,7/21/2020
REG103259,3/6/2021,2021,Gujarat,Ahmedabad (GJ-01),2W,Scooter,Royal Enfield,EV,BS6,0,2,3,REG19,3/6/2021,3/6/2021
REG103260,7/1/2022,2022,Uttar Pradesh,Allahabad (UP-70),4W,SUV,Renault,Petrol,BS6,1462,8,2,REG19,7/1/2022,7/1/2022
REG103261,6/9/2023,2023,Karnataka,Bangalore Central (KA-01),OTH,Crane,Sonalika,Diesel,BS6,4998,45,1,REG19,6/9/2023,6/9/2023
REG103262,16-08-2023,2023,Rajasthan,Ajmer (RJ-01),LCV,Light Bus,Mahindra,Diesel,BS6,2523,9,1,REG19,16/08/2023,8/16/2023
REG103263,11/11/2024,2024,Karnataka,Mangalore (KA-19),2W,Moped,Suzuki,Petrol,BS6,100,2,0,REG19,11/11/2024,11/11/2024
REG103264,5/8/2021,2021,Tamil Nadu,Chennai Central (TN-01),2W,Scooter,Honda,Petrol,BS6,350,2,3,REG19,5/8/2021,5/8/2021
REG103265,28-07-2023,2023,Gujarat,Surat (GJ-05),2W,Moped,Ather,Petrol,BS6,200,2,1,REG19,28/07/2023,7/28/2023
REG103266,30-04-2023,2023,Rajasthan,Jodhpur (RJ-19),2W,Motorcycle,KTM,Hybrid,BS6,200,2,1,REG19,30/04/2023,4/30/2023
REG103267,26-10-2023,2023,Delhi,Delhi Central (DL-01),LCV,Mini Truck,Ashok Leyland,CNG,BS6,2956,12,1,REG19,26/10/2023,10/26/2023
REG103268,11/11/2019,2019,Madhya Pradesh,Jabalpur (MP-20),OTH,Tractor,Sonalika,Petrol,BS6,6700,45,5,REG19,11/11/2019,11/11/2019
REG103269,21-03-2023,2023,Delhi,Delhi Central (DL-01),OTH,Tractor,Escorts,Diesel,BS6,5660,52,1,REG19,21/03/2023,3/21/2023
REG103270,12/7/2023,2023,West Bengal,Howrah (WB-13),HCV,Bus,MAN,Diesel,BS6,5660,2,1,REG19,12/7/2023,12/7/2023
REG103271,14-05-2022,2022,Punjab,Ludhiana (PB-10),LCV,Light Bus,Force Motors,CNG,BS6,2523,9,2,REG19,14/05/2022,5/14/2022
REG103272,9/8/2021,2021,Gujarat,Gandhinagar (GJ-18),2W,Motorcycle,KTM,EV,BS6,0,2,3,REG19,9/8/2021,9/8/2021
REG103273,8/11/2023,2023,Rajasthan,Kota (RJ-20),4W,Hatchback,MG,Petrol,BS6,1197,5,1,REG19,8/11/2023,8/11/2023
REG103274,13-10-2023,2023,Kerala,Thiruvananthapuram (KL-01),2W,Scooter,Hero,Petrol,BS6,0,2,1,REG19,13/10/2023,10/13/2023
REG103275,30-09-2020,2020,Delhi,Delhi West (DL-08),4W,MUV,Kia,Diesel,BS6,2179,5,4,REG19,30/09/2020,9/30/2020
REG103276,3/11/2018,2018,Karnataka,Hubli (KA-25),4W,SUV,Toyota,Diesel,BS4,1462,7,6,REG19,3/11/2018,3/11/2018
REG103277,25-10-2024,2024,Madhya Pradesh,Indore (MP-09),3W,Auto Rickshaw,Kinetic Green,EV,BS6,0,6,0,REG19,25/10/2024,10/25/2024
REG103278,19-07-2023,2023,Rajasthan,Jodhpur (RJ-19),4W,Hatchback,Toyota,Petrol,BS6,800,5,1,REG19,19/07/2023,7/19/2023
REG103279,7/2/2023,2023,Maharashtra,Mumbai Central (MH-01),4W,Hatchback,Maruti Suzuki,Petrol,BS6,1968,5,1,REG19,7/2/2023,7/2/2023
REG103280,21-09-2023,2023,Punjab,Jalandhar (PB-08),2W,Scooter,Royal Enfield,Hybrid,BS6,110,2,1,REG19,21/09/2023,9/21/2023
REG103281,13-03-2023,2023,Tamil Nadu,Chennai Central (TN-01),LCV,Mini Truck,Tata Motors,CNG,BS6,2956,15,1,REG19,13/03/2023,3/13/2023
REG103282,15-10-2023,2023,Gujarat,Rajkot (GJ-03),LCV,Light Bus,Tata Motors,EV,BS6,0,12,1,REG19,15/10/2023,10/15/2023
REG103283,28-09-2021,2021,Tamil Nadu,Coimbatore (TN-37),4W,Sedan,Hyundai,Petrol,BS6,1000,8,3,REG19,28/09/2021,9/28/2021
REG103284,11/6/2024,2024,Madhya Pradesh,Jabalpur (MP-20),HCV,Bus,MAN,Diesel,BS6,6700,1,0,REG19,11/6/2024,11/6/2024
REG103285,11/1/2019,2019,Punjab,Ludhiana (PB-10),2W,Motorcycle,Ather,EV,BS4,0,2,5,REG19,11/1/2019,11/1/2019
REG103286,23-11-2022,2022,Delhi,Delhi Central (DL-01),3W,E-Rickshaw,TVS,CNG,BS6,225,3,2,REG19,23/11/2022,11/23/2022
REG103287,6/4/2020,2020,Tamil Nadu,Coimbatore (TN-37),2W,Motorcycle,Suzuki,EV,BS6,0,2,4,REG19,6/4/2020,6/4/2020
REG103288,17-03-2021,2021,Madhya Pradesh,Ujjain (MP-13),4W,MUV,MG,Diesel,BS6,1462,5,3,REG19,17/03/2021,3/17/2021
REG103289,18-03-2023,2023,Kerala,Kollam (KL-02),4W,Sedan,Toyota,Petrol,BS6,1968,8,1,REG19,18/03/2023,3/18/2023
REG103290,16-11-2022,2022,Karnataka,Mysore (KA-09),2W,Moped,Bajaj,EV,BS6,0,2,2,REG19,16/11/2022,11/16/2022
REG103291,13-05-2021,2021,Rajasthan,Jodhpur (RJ-19),HCV,Trailer,Ashok Leyland,Diesel,BS6,5660,52,3,REG19,13/05/2021,5/13/2021
REG103292,8/2/2022,2022,Gujarat,Surat (GJ-05),4W,MUV,Renault,Diesel,BS6,1498,6,2,REG19,8/2/2022,8/2/2022
REG103293,15-10-2022,2022,Delhi,Delhi Central (DL-01),2W,Motorcycle,Ola Electric,CNG,BS6,350,2,2,REG19,15/10/2022,10/15/2022
REG103294,29-01-2023,2023,West Bengal,Kolkata (WB-01),LCV,Pickup Van,Ashok Leyland,CNG,BS6,0,15,1,REG19,29/01/2023,1/29/2023
REG103295,19-03-2022,2022,Tamil Nadu,Salem (TN-30),4W,Hatchback,Tata Motors,Diesel,BS6,800,7,2,REG19,19/03/2022,3/19/2022
REG103296,21-07-2024,2024,Uttar Pradesh,Kanpur (UP-78),3W,Auto Rickshaw,Mahindra,CNG,BS6,200,3,0,REG19,21/07/2024,7/21/2024
REG103297,15-11-2023,2023,Tamil Nadu,Coimbatore (TN-37),2W,Scooter,Honda,EV,BS6,0,2,1,REG19,15/11/2023,11/15/2023
REG103298,19-10-2020,2020,Rajasthan,Ajmer (RJ-01),4W,MUV,MG,Hybrid,BS6,1462,7,4,REG19,19/10/2020,10/19/2020
REG103299,10/5/2024,2024,West Bengal,Asansol (WB-39),2W,Scooter,Honda,EV,BS6,0,2,0,REG19,10/5/2024,10/5/2024
REG103300,7/1/2024,2024,Gujarat,Ahmedabad (GJ-01),2W,Scooter,Bajaj,Petrol,BS6,150,2,0,REG19,7/1/2024,7/1/2024
REG103301,23-02-2022,2022,Kerala,Kollam (KL-02),2W,Scooter,Suzuki,EV,BS6,0,2,2,REG19,23/02/2022,2/23/2022
REG103302,8/1/2020,2020,Tamil Nadu,Madurai (TN-58),HCV,Trailer,MAN,Diesel,BS6,0,1,4,REG19,8/1/2020,8/1/2020
REG103303,27-03-2023,2023,Rajasthan,Udaipur (RJ-27),HCV,Truck,MAN,Diesel,BS6,5660,52,1,REG19,27/03/2023,3/27/2023
REG103304,24-09-2024,2024,Tamil Nadu,Trichy (TN-45),3W,Auto Rickshaw,Bajaj,CNG,BS6,225,3,0,REG19,24/09/2024,9/24/2024
REG103305,27-06-2024,2024,Tamil Nadu,Salem (TN-30),2W,Scooter,Yamaha,Hybrid,BS6,125,2,0,REG19,27/06/2024,6/27/2024
REG103306,9/10/2022,2022,Tamil Nadu,Chennai Central (TN-01),3W,Auto Rickshaw,Bajaj,EV,BS6,0,3,2,REG19,9/10/2022,9/10/2022
REG103307,8/9/2023,2023,Telangana,Karimnagar (TS-01),2W,Moped,Honda,EV,BS6,0,2,1,REG19,8/9/2023,8/9/2023
REG103308,17-06-2019,2019,Kerala,Thrissur (KL-08),4W,Sedan,Honda,Diesel,BS4,1598,7,5,REG19,17/06/2019,6/17/2019
REG103309,5/6/2022,2022,Karnataka,Bangalore Central (KA-01),2W,Scooter,Honda,Petrol,BS6,400,2,2,REG19,5/6/2022,5/6/2022
REG103310,3/8/2018,2018,Gujarat,Surat (GJ-05),2W,Motorcycle,Bajaj,CNG,BS4,100,2,6,REG19,3/8/2018,3/8/2018
REG103311,29-04-2023,2023,West Bengal,Howrah (WB-13),2W,Scooter,Hero,Petrol,BS6,100,2,1,REG19,29/04/2023,4/29/2023
REG103312,14-04-2024,2024,Kerala,Kochi (KL-07),4W,Sedan,Kia,Petrol,BS6,1000,8,0,REG19,14/04/2024,4/14/2024
REG103313,30-12-2019,2019,Punjab,Ludhiana (PB-10),LCV,Light Bus,Tata Motors,CNG,BS4,0,9,5,REG19,30/12/2019,12/30/2019
REG103314,13-12-2023,2023,Karnataka,Mangalore (KA-19),LCV,Pickup Van,Eicher,Diesel,BS6,3298,9,1,REG19,13/12/2023,12/13/2023
REG103315,10/1/2024,2024,Delhi,Delhi East (DL-02),LCV,Pickup Van,Ashok Leyland,Diesel,BS6,0,9,0,REG19,10/1/2024,10/1/2024
